ref_date,indicator,year,value
2024-08-30,Balança Comercial,2026,80.0
2024-08-30,Balança Comercial,2027,80.11
2024-08-30,Investimento Direto,2024,71.0
2024-08-30,Investimento Direto,2025,73.0
2024-08-30,Investimento Direto,2026,80.0
2024-08-30,Investimento Direto,2027,80.0
2024-08-30,Dívida Líquida,2024,63.65
2024-08-30,Dívida Líquida,2025,66.45
2024-08-30,Dívida Líquida,2026,69.3
2024-08-30,Dívida Líquida,2027,71.5
2024-08-30,Resultado Primário,2024,-0.6
2024-08-30,Resultado Primário,2025,-0.76
2024-08-30,Resultado Primário,2026,-0.65
2024-08-30,Resultado Primário,2027,-0.5
2024-08-30,Resultado Nominal,2024,-7.4
2024-08-30,Resultado Nominal,2025,-6.79
2024-08-30,Resultado Nominal,2026,-6.0
2024-08-30,Resultado Nominal,2027,-6.1
2024-09-06,IPCA,2024,4.3
2024-09-06,IPCA,2025,3.92
2024-09-06,IPCA,2026,3.6
2024-09-06,IPCA,2027,3.5
2024-09-06,PIB,2024,2.68
2024-09-06,PIB,2025,1.9
2024-09-06,PIB,2026,2.0
2024-09-06,PIB,2027,2.0
2024-09-06,Câmbio,2024,5.35
2024-09-06,Câmbio,2025,5.3
2024-09-06,Câmbio,2026,5.3
2024-09-06,Câmbio,2027,5.3
2024-09-06,Selic,2024,11.25
2024-09-06,Selic,2025,10.25
2024-09-06,Selic,2026,9.5
2024-09-06,Selic,2027,9.0
2024-09-06,IGP-M,2024,3.69
2024-09-06,IGP-M,2025,3.99
2024-09-06,IGP-M,2026,4.0
2024-09-06,IGP-M,2027,3.8
2024-09-06,IPCA Administrados,2024,4.83
2024-09-06,IPCA Administrados,2025,3.81
2024-09-06,IPCA Administrados,2026,3.7
2024-09-06,IPCA Administrados,2027,3.5
2024-09-06,Conta Corrente,2024,-36.45
2024-09-06,Conta Corrente,2025,-43.25
2024-09-06,Conta Corrente,2026,-45.6
2024-09-06,Conta Corrente,2027,-47.45
2024-09-06,Balança Comercial,2024,83.53
2024-09-06,Balança Comercial,2025,79.0
2024-09-06,Balança Comercial,2026,80.0
2024-09-06,Balança Comercial,2027,80.0
2024-09-06,Investimento Direto,2024,71.0
2024-09-06,Investimento Direto,2025,73.5
2024-09-06,Investimento Direto,2026,80.0
2024-09-06,Investimento Direto,2027,80.0
2024-09-06,Dívida Líquida,2024,63.7
2024-09-06,Dívida Líquida,2025,66.45
2024-09-06,Dívida Líquida,2026,69.3
2024-09-06,Dívida Líquida,2027,71.5
2024-09-06,Resultado Primário,2024,-0.6
2024-09-06,Resultado Primário,2025,-0.75
2024-09-06,Resultado Primário,2026,-0.65
2024-09-06,Resultado Primário,2027,-0.5
2024-09-06,Resultado Nominal,2024,-7.4
2024-09-06,Resultado Nominal,2025,-6.75
2024-09-06,Resultado Nominal,2026,-6.0
2024-09-06,Resultado Nominal,2027,-6.05
2024-09-13,IPCA,2024,4.35
2024-09-13,IPCA,2025,3.95
2024-09-13,IPCA,2026,3.61
2024-09-13,IPCA,2027,3.5
2024-09-13,PIB,2024,2.96
2024-09-13,PIB,2025,1.9
2024-09-13,PIB,2026,2.0
2024-09-13,PIB,2027,2.0
2024-09-13,Câmbio,2024,5.4
2024-09-13,Câmbio,2025,5.35
2024-09-13,Câmbio,2026,5.3
2024-09-13,Câmbio,2027,5.3
2024-09-13,Selic,2024,11.25
2024-09-13,Selic,2025,10.5
2024-09-13,Selic,2026,9.5
2024-09-13,Selic,2027,9.0
2024-09-13,IGP-M,2024,3.7
2024-09-13,IGP-M,2025,4.0
2024-09-13,IGP-M,2026,4.0
2024-09-13,IGP-M,2027,3.8
2024-09-13,IPCA Administrados,2024,4.78
2024-09-13,IPCA Administrados,2025,3.8
2024-09-13,IPCA Administrados,2026,3.7
2024-09-13,IPCA Administrados,2027,3.5
2024-09-13,Conta Corrente,2024,-38.5
2024-09-13,Conta Corrente,2025,-43.5
2024-09-13,Conta Corrente,2026,-45.0
2024-09-13,Conta Corrente,2027,-43.0
2024-09-13,Balança Comercial,2024,82.87
2024-09-13,Balança Comercial,2025,77.65
2024-09-13,Balança Comercial,2026,78.02
2024-09-13,Balança Comercial,2027,80.0
2024-09-13,Investimento Direto,2024,70.75
2024-09-13,Investimento Direto,2025,73.56
2024-09-13,Investimento Direto,2026,80.0
2024-09-13,Investimento Direto,2027,80.0
2024-09-13,Dívida Líquida,2024,63.5
2024-09-13,Dívida Líquida,2025,66.1
2024-09-13,Dívida Líquida,2026,69.0
2024-09-13,Dívida Líquida,2027,71.4
2024-09-13,Resultado Primário,2024,-0.6
2024-09-13,Resultado Primário,2025,-0.75
2024-09-13,Resultado Primário,2026,-0.69
2024-09-13,Resultado Primário,2027,-0.45
2024-09-13,Resultado Nominal,2024,-7.55
2024-09-13,Resultado Nominal,2025,-7.2
2024-09-13,Resultado Nominal,2026,-6.82
2024-09-13,Resultado Nominal,2027,-6.58
2024-09-20,IPCA,2024,4.37
2024-09-20,IPCA,2025,3.97
2024-09-20,IPCA,2026,3.62
2024-09-20,IPCA,2027,3.5
2024-09-20,PIB,2024,3.0
2024-09-20,PIB,2025,1.9
2024-09-20,PIB,2026,2.0
2024-09-20,PIB,2027,2.0
2024-09-20,Câmbio,2024,5.4
2024-09-20,Câmbio,2025,5.35
2024-09-20,Câmbio,2026,5.3
2024-09-20,Câmbio,2027,5.3
2024-09-20,Selic,2024,11.5
2024-09-20,Selic,2025,10.5
2024-09-20,Selic,2026,9.5
2024-09-20,Selic,2027,9.0
2024-09-20,IGP-M,2024,3.75
2024-09-20,IGP-M,2025,4.0
2024-09-20,IGP-M,2026,4.0
2024-09-20,IGP-M,2027,3.9
2024-09-20,IPCA Administrados,2024,4.76
2024-09-20,IPCA Administrados,2025,3.8
2024-09-20,IPCA Administrados,2026,3.7
2024-09-20,IPCA Administrados,2027,3.5
2024-09-20,Conta Corrente,2024,-39.0
2024-09-20,Conta Corrente,2025,-43.6
2024-09-20,Conta Corrente,2026,-45.6
2024-09-20,Conta Corrente,2027,-43.0
2024-09-20,Balança Comercial,2024,81.0
2024-09-20,Balança Comercial,2025,76.29
2024-09-20,Balança Comercial,2026,78.01
2024-09-20,Balança Comercial,2027,80.0
2024-09-20,Investimento Direto,2024,70.75
2024-09-20,Investimento Direto,2025,73.0
2024-09-20,Investimento Direto,2026,79.0
2024-09-20,Investimento Direto,2027,80.0
2024-09-20,Dívida Líquida,2024,63.5
2024-09-20,Dívida Líquida,2025,66.5
2024-09-20,Dívida Líquida,2026,69.15
2024-09-20,Dívida Líquida,2027,71.45
2024-09-20,Resultado Primário,2024,-0.6
2024-09-20,Resultado Primário,2025,-0.74
2024-09-20,Resultado Primário,2026,-0.69
2024-09-20,Resultado Primário,2027,-0.3
2024-09-20,Resultado Nominal,2024,-7.79
2024-09-20,Resultado Nominal,2025,-7.2
2024-09-20,Resultado Nominal,2026,-7.0
2024-09-20,Resultado Nominal,2027,-6.8
2024-09-27,IPCA,2024,4.37
2024-09-27,IPCA,2025,3.97
2024-09-27,IPCA,2026,3.6
2024-09-27,IPCA,2027,3.5
2024-09-27,PIB,2024,3.0
2024-09-27,PIB,2025,1.92
2024-09-27,PIB,2026,2.0
2024-09-27,PIB,2027,2.0
2024-09-27,Câmbio,2024,5.4
2024-09-27,Câmbio,2025,5.35
2024-09-27,Câmbio,2026,5.3
2024-09-27,Câmbio,2027,5.3
2024-09-27,Selic,2024,11.75
2024-09-27,Selic,2025,10.75
2024-09-27,Selic,2026,9.5
2024-09-27,Selic,2027,9.0
2024-09-27,IGP-M,2024,3.96
2024-09-27,IGP-M,2025,4.0
2024-09-27,IGP-M,2026,4.0
2024-09-27,IGP-M,2027,3.9
2024-09-27,IPCA Administrados,2024,4.77
2024-09-27,IPCA Administrados,2025,3.8
2024-09-27,IPCA Administrados,2026,3.7
2024-09-27,IPCA Administrados,2027,3.5
2024-09-27,Conta Corrente,2024,-39.9
2024-09-27,Conta Corrente,2025,-44.0
2024-09-27,Conta Corrente,2026,-45.8
2024-09-27,Conta Corrente,2027,-45.5
2024-09-27,Balança Comercial,2024,81.0
2024-09-27,Balança Comercial,2025,76.19
2024-09-27,Balança Comercial,2026,78.0
2024-09-27,Balança Comercial,2027,80.0
2024-09-27,Investimento Direto,2024,70.5
2024-09-27,Investimento Direto,2025,73.0
2024-09-27,Investimento Direto,2026,78.44
2024-09-27,Investimento Direto,2027,80.0
2024-09-27,Dívida Líquida,2024,63.5
2024-09-27,Dívida Líquida,2025,66.5
2024-09-27,Dívida Líquida,2026,69.23
2024-09-27,Dívida Líquida,2027,71.48
2024-09-27,Resultado Primário,2024,-0.6
2024-09-27,Resultado Primário,2025,-0.73
2024-09-27,Resultado Primário,2026,-0.67
2024-09-27,Resultado Primário,2027,-0.3
2024-09-27,Resultado Nominal,2024,-7.78
2024-09-27,Resultado Nominal,2025,-7.3
2024-09-27,Resultado Nominal,2026,-7.1
2024-09-27,Resultado Nominal,2027,-6.9
2024-10-04,IPCA,2024,4.38
2024-10-04,IPCA,2025,3.97
2024-10-04,IPCA,2026,3.6
2024-10-04,IPCA,2027,3.5
2024-10-04,PIB,2024,3.0
2024-10-04,PIB,2025,1.93
2024-10-04,PIB,2026,2.0
2024-10-04,PIB,2027,2.0
2024-10-04,Câmbio,2024,5.4
2024-10-04,Câmbio,2025,5.39
2024-10-04,Câmbio,2026,5.3
2024-10-04,Câmbio,2027,5.3
2024-10-04,Selic,2024,11.75
2024-10-04,Selic,2025,10.75
2024-10-04,Selic,2026,9.5
2024-10-04,Selic,2027,9.0
2024-10-04,IGP-M,2024,3.98
2024-10-04,IGP-M,2025,3.96
2024-10-04,IGP-M,2026,4.0
2024-10-04,IGP-M,2027,3.9
2024-10-04,IPCA Administrados,2024,4.79
2024-10-04,IPCA Administrados,2025,3.8
2024-10-04,IPCA Administrados,2026,3.7
2024-10-04,IPCA Administrados,2027,3.5
2024-10-04,Conta Corrente,2024,-42.0
2024-10-04,Conta Corrente,2025,-44.5
2024-10-04,Conta Corrente,2026,-47.0
2024-10-04,Conta Corrente,2027,-49.2
2024-10-04,Balança Comercial,2024,80.05
2024-10-04,Balança Comercial,2025,76.19
2024-10-04,Balança Comercial,2026,78.0
2024-10-04,Balança Comercial,2027,80.0
2024-10-04,Investimento Direto,2024,70.5
2024-10-04,Investimento Direto,2025,73.0
2024-10-04,Investimento Direto,2026,78.44
2024-10-04,Investimento Direto,2027,80.0
2024-10-04,Dívida Líquida,2024,63.5
2024-10-04,Dívida Líquida,2025,66.5
2024-10-04,Dívida Líquida,2026,69.27
2024-10-04,Dívida Líquida,2027,71.49
2024-10-04,Resultado Primário,2024,-0.6
2024-10-04,Resultado Primário,2025,-0.73
2024-10-04,Resultado Primário,2026,-0.67
2024-10-04,Resultado Primário,2027,-0.3
2024-10-04,Resultado Nominal,2024,-7.76
2024-10-04,Resultado Nominal,2025,-7.3
2024-10-04,Resultado Nominal,2026,-7.15
2024-10-04,Resultado Nominal,2027,-6.9
2024-10-11,IPCA,2024,4.39
2024-10-11,IPCA,2025,3.96
2024-10-11,IPCA,2026,3.6
2024-10-11,IPCA,2027,3.5
2024-10-11,PIB,2024,3.01
2024-10-11,PIB,2025,1.93
2024-10-11,PIB,2026,2.0
2024-10-11,PIB,2027,2.0
2024-10-11,Câmbio,2024,5.4
2024-10-11,Câmbio,2025,5.4
2024-10-11,Câmbio,2026,5.3
2024-10-11,Câmbio,2027,5.3
2024-10-11,Selic,2024,11.75
2024-10-11,Selic,2025,11.0
2024-10-11,Selic,2026,9.5
2024-10-11,Selic,2027,9.0
2024-10-11,IGP-M,2024,4.01
2024-10-11,IGP-M,2025,3.97
2024-10-11,IGP-M,2026,4.0
2024-10-11,IGP-M,2027,3.9
2024-10-11,IPCA Administrados,2024,4.88
2024-10-11,IPCA Administrados,2025,3.8
2024-10-11,IPCA Administrados,2026,3.7
2024-10-11,IPCA Administrados,2027,3.5
2024-10-11,Conta Corrente,2024,-42.0
2024-10-11,Conta Corrente,2025,-44.5
2024-10-11,Conta Corrente,2026,-47.0
2024-10-11,Conta Corrente,2027,-49.2
2024-10-11,Balança Comercial,2024,80.0
2024-10-11,Balança Comercial,2025,76.06
2024-10-11,Balança Comercial,2026,78.0
2024-10-11,Balança Comercial,2027,80.0
2024-10-11,Investimento Direto,2024,70.5
2024-10-11,Investimento Direto,2025,73.0
2024-10-11,Investimento Direto,2026,77.94
2024-10-11,Investimento Direto,2027,80.0
2024-10-11,Dívida Líquida,2024,63.5
2024-10-11,Dívida Líquida,2025,66.5
2024-10-11,Dívida Líquida,2026,69.14
2024-10-11,Dívida Líquida,2027,71.4
2024-10-11,Resultado Primário,2024,-0.6
2024-10-11,Resultado Primário,2025,-0.73
2024-10-11,Resultado Primário,2026,-0.66
2024-10-11,Resultado Primário,2027,-0.3
2024-10-11,Resultado Nominal,2024,-7.78
2024-10-11,Resultado Nominal,2025,-7.3
2024-10-11,Resultado Nominal,2026,-7.15
2024-10-11,Resultado Nominal,2027,-6.8
2024-10-18,IPCA,2024,4.5
2024-10-18,IPCA,2025,3.99
2024-10-18,IPCA,2026,3.6
2024-10-18,IPCA,2027,3.5
2024-10-18,PIB,2024,3.05
2024-10-18,PIB,2025,1.93
2024-10-18,PIB,2026,2.0
2024-10-18,PIB,2027,2.0
2024-10-18,Câmbio,2024,5.42
2024-10-18,Câmbio,2025,5.4
2024-10-18,Câmbio,2026,5.3
2024-10-18,Câmbio,2027,5.3
2024-10-18,Selic,2024,11.75
2024-10-18,Selic,2025,11.25
2024-10-18,Selic,2026,9.5
2024-10-18,Selic,2027,9.0
2024-10-18,IGP-M,2024,4.39
2024-10-18,IGP-M,2025,3.91
2024-10-18,IGP-M,2026,4.0
2024-10-18,IGP-M,2027,3.84
2024-10-18,IPCA Administrados,2024,5.06
2024-10-18,IPCA Administrados,2025,3.73
2024-10-18,IPCA Administrados,2026,3.7
2024-10-18,IPCA Administrados,2027,3.5
2024-10-18,Conta Corrente,2024,-43.5
2024-10-18,Conta Corrente,2025,-45.0
2024-10-18,Conta Corrente,2026,-49.85
2024-10-18,Conta Corrente,2027,-50.3
2024-10-18,Balança Comercial,2024,78.0
2024-10-18,Balança Comercial,2025,76.09
2024-10-18,Balança Comercial,2026,79.0
2024-10-18,Balança Comercial,2027,80.0
2024-10-18,Investimento Direto,2024,72.0
2024-10-18,Investimento Direto,2025,74.0
2024-10-18,Investimento Direto,2026,77.0
2024-10-18,Investimento Direto,2027,78.4
2024-10-18,Dívida Líquida,2024,63.5
2024-10-18,Dívida Líquida,2025,66.68
2024-10-18,Dívida Líquida,2026,69.22
2024-10-18,Dívida Líquida,2027,71.5
2024-10-18,Resultado Primário,2024,-0.6
2024-10-18,Resultado Primário,2025,-0.7
2024-10-18,Resultado Primário,2026,-0.5
2024-10-18,Resultado Primário,2027,-0.3
2024-10-18,Resultado Nominal,2024,-7.76
2024-10-18,Resultado Nominal,2025,-7.15
2024-10-18,Resultado Nominal,2026,-7.0
2024-10-18,Resultado Nominal,2027,-6.59
2024-10-25,IPCA,2024,4.55
2024-10-25,IPCA,2025,4.0
2024-10-25,IPCA,2026,3.6
2024-10-25,IPCA,2027,3.5
2024-10-25,PIB,2024,3.08
2024-10-25,PIB,2025,1.93
2024-10-25,PIB,2026,2.0
2024-10-25,PIB,2027,2.0
2024-10-25,Câmbio,2024,5.45
2024-10-25,Câmbio,2025,5.4
2024-10-25,Câmbio,2026,5.33
2024-10-25,Câmbio,2027,5.35
2024-10-25,Selic,2024,11.75
2024-10-25,Selic,2025,11.25
2024-10-25,Selic,2026,9.5
2024-10-25,Selic,2027,9.0
2024-10-25,IGP-M,2024,4.57
2024-10-25,IGP-M,2025,3.93
2024-10-25,IGP-M,2026,4.0
2024-10-25,IGP-M,2027,3.8
2024-10-25,IPCA Administrados,2024,5.08
2024-10-25,IPCA Administrados,2025,3.7
2024-10-25,IPCA Administrados,2026,3.7
2024-10-25,IPCA Administrados,2027,3.5
2024-10-25,Conta Corrente,2024,-43.25
2024-10-25,Conta Corrente,2025,-45.0
2024-10-25,Conta Corrente,2026,-50.0
2024-10-25,Conta Corrente,2027,-50.6
2024-10-25,Balança Comercial,2024,77.95
2024-10-25,Balança Comercial,2025,76.8
2024-10-25,Balança Comercial,2026,79.0
2024-10-25,Balança Comercial,2027,80.11
2024-10-25,Investimento Direto,2024,72.0
2024-10-25,Investimento Direto,2025,74.0
2024-10-25,Investimento Direto,2026,77.0
2024-10-25,Investimento Direto,2027,78.95
2024-10-25,Dívida Líquida,2024,63.5
2024-10-25,Dívida Líquida,2025,66.68
2024-10-25,Dívida Líquida,2026,69.22
2024-10-25,Dívida Líquida,2027,71.4
2024-10-25,Resultado Primário,2024,-0.6
2024-10-25,Resultado Primário,2025,-0.7
2024-10-25,Resultado Primário,2026,-0.5
2024-10-25,Resultado Primário,2027,-0.3
2024-10-25,Resultado Nominal,2024,-7.7
2024-10-25,Resultado Nominal,2025,-7.15
2024-10-25,Resultado Nominal,2026,-7.0
2024-10-25,Resultado Nominal,2027,-6.7
2024-11-01,IPCA,2024,4.59
2024-11-01,IPCA,2025,4.03
2024-11-01,IPCA,2026,3.61
2024-11-01,IPCA,2027,3.5
2024-11-01,PIB,2024,3.1
2024-11-01,PIB,2025,1.93
2024-11-01,PIB,2026,2.0
2024-11-01,PIB,2027,2.0
2024-11-01,Câmbio,2024,5.5
2024-11-01,Câmbio,2025,5.43
2024-11-01,Câmbio,2026,5.4
2024-11-01,Câmbio,2027,5.4
2024-11-01,Selic,2024,11.75
2024-11-01,Selic,2025,11.5
2024-11-01,Selic,2026,9.75
2024-11-01,Selic,2027,9.25
2024-11-01,IGP-M,2024,5.35
2024-11-01,IGP-M,2025,4.0
2024-11-01,IGP-M,2026,4.0
2024-11-01,IGP-M,2027,3.75
2024-11-01,IPCA Administrados,2024,5.06
2024-11-01,IPCA Administrados,2025,3.82
2024-11-01,IPCA Administrados,2026,3.7
2024-11-01,IPCA Administrados,2027,3.5
2024-11-01,Conta Corrente,2024,-45.8
2024-11-01,Conta Corrente,2025,-46.0
2024-11-01,Conta Corrente,2026,-50.0
2024-11-01,Conta Corrente,2027,-51.48
2024-11-01,Balança Comercial,2024,77.78
2024-11-01,Balança Comercial,2025,76.5
2024-11-01,Balança Comercial,2026,78.5
2024-11-01,Balança Comercial,2027,80.11
2024-11-01,Investimento Direto,2024,72.0
2024-11-01,Investimento Direto,2025,73.78
2024-11-01,Investimento Direto,2026,77.0
2024-11-01,Investimento Direto,2027,79.6
2024-11-01,Dívida Líquida,2024,63.5
2024-11-01,Dívida Líquida,2025,66.66
2024-11-01,Dívida Líquida,2026,69.22
2024-11-01,Dívida Líquida,2027,71.5
2024-11-01,Resultado Primário,2024,-0.6
2024-11-01,Resultado Primário,2025,-0.7
2024-11-01,Resultado Primário,2026,-0.5
2024-11-01,Resultado Primário,2027,-0.3
2024-11-01,Resultado Nominal,2024,-7.6
2024-11-01,Resultado Nominal,2025,-7.2
2024-11-01,Resultado Nominal,2026,-7.0
2024-11-01,Resultado Nominal,2027,-6.7
2024-11-08,IPCA,2024,4.62
2024-11-08,IPCA,2025,4.1
2024-11-08,IPCA,2026,3.65
2024-11-08,IPCA,2027,3.5
2024-11-08,PIB,2024,3.1
2024-11-08,PIB,2025,1.94
2024-11-08,PIB,2026,2.0
2024-11-08,PIB,2027,2.0
2024-11-08,Câmbio,2024,5.55
2024-11-08,Câmbio,2025,5.48
2024-11-08,Câmbio,2026,5.4
2024-11-08,Câmbio,2027,5.4
2024-11-08,Selic,2024,11.75
2024-11-08,Selic,2025,11.5
2024-11-08,Selic,2026,10.0
2024-11-08,Selic,2027,9.25
2024-11-08,IGP-M,2024,5.39
2024-11-08,IGP-M,2025,4.0
2024-11-08,IGP-M,2026,4.0
2024-11-08,IGP-M,2027,3.75
2024-11-08,IPCA Administrados,2024,5.03
2024-11-08,IPCA Administrados,2025,3.82
2024-11-08,IPCA Administrados,2026,3.7
2024-11-08,IPCA Administrados,2027,3.54
2024-11-08,Conta Corrente,2024,-45.92
2024-11-08,Conta Corrente,2025,-47.0
2024-11-08,Conta Corrente,2026,-50.0
2024-11-08,Conta Corrente,2027,-51.74
2024-11-08,Balança Comercial,2024,77.59
2024-11-08,Balança Comercial,2025,76.65
2024-11-08,Balança Comercial,2026,78.68
2024-11-08,Balança Comercial,2027,80.1
2024-11-08,Investimento Direto,2024,72.0
2024-11-08,Investimento Direto,2025,74.0
2024-11-08,Investimento Direto,2026,77.15
2024-11-08,Investimento Direto,2027,79.8
2024-11-08,Dívida Líquida,2024,63.5
2024-11-08,Dívida Líquida,2025,66.64
2024-11-08,Dívida Líquida,2026,69.11
2024-11-08,Dívida Líquida,2027,71.5
2024-11-08,Resultado Primário,2024,-0.6
2024-11-08,Resultado Primário,2025,-0.7
2024-11-08,Resultado Primário,2026,-0.5
2024-11-08,Resultado Primário,2027,-0.3
2024-11-08,Resultado Nominal,2024,-7.6
2024-11-08,Resultado Nominal,2025,-7.2
2024-11-08,Resultado Nominal,2026,-7.0
2024-11-08,Resultado Nominal,2027,-6.7
2024-11-14,IPCA,2024,4.64
2024-11-14,IPCA,2025,4.12
2024-11-14,IPCA,2026,3.7
2024-11-14,IPCA,2027,3.5
2024-11-14,PIB,2024,3.1
2024-11-14,PIB,2025,1.94
2024-11-14,PIB,2026,2.0
2024-11-14,PIB,2027,2.0
2024-11-14,Câmbio,2024,5.6
2024-11-14,Câmbio,2025,5.5
2024-11-14,Câmbio,2026,5.47
2024-11-14,Câmbio,2027,5.45
2024-11-14,Selic,2024,11.75
2024-11-14,Selic,2025,12.0
2024-11-14,Selic,2026,10.0
2024-11-14,Selic,2027,9.25
2024-11-14,IGP-M,2024,5.45
2024-11-14,IGP-M,2025,4.0
2024-11-14,IGP-M,2026,4.0
2024-11-14,IGP-M,2027,3.8
2024-11-14,IPCA Administrados,2024,5.01
2024-11-14,IPCA Administrados,2025,3.87
2024-11-14,IPCA Administrados,2026,3.72
2024-11-14,IPCA Administrados,2027,3.59
2024-11-14,Conta Corrente,2024,-46.47
2024-11-14,Conta Corrente,2025,-48.0
2024-11-14,Conta Corrente,2026,-49.7
2024-11-14,Conta Corrente,2027,-51.48
2024-11-14,Balança Comercial,2024,76.99
2024-11-14,Balança Comercial,2025,76.65
2024-11-14,Balança Comercial,2026,78.86
2024-11-14,Balança Comercial,2027,80.05
2024-11-14,Investimento Direto,2024,71.5
2024-11-14,Investimento Direto,2025,73.56
2024-11-14,Investimento Direto,2026,77.3
2024-11-14,Investimento Direto,2027,79.8
2024-11-14,Dívida Líquida,2024,63.5
2024-11-14,Dívida Líquida,2025,66.65
2024-11-14,Dívida Líquida,2026,69.28
2024-11-14,Dívida Líquida,2027,72.0
2024-11-14,Resultado Primário,2024,-0.6
2024-11-14,Resultado Primário,2025,-0.7
2024-11-14,Resultado Primário,2026,-0.5
2024-11-14,Resultado Primário,2027,-0.3
2024-11-14,Resultado Nominal,2024,-7.78
2024-11-14,Resultado Nominal,2025,-7.55
2024-11-14,Resultado Nominal,2026,-7.21
2024-11-14,Resultado Nominal,2027,-6.85
2024-11-22,IPCA,2024,4.63
2024-11-22,IPCA,2025,4.34
2024-11-22,IPCA,2026,3.78
2024-11-22,IPCA,2027,3.51
2024-11-22,PIB,2024,3.17
2024-11-22,PIB,2025,1.95
2024-11-22,PIB,2026,2.0
2024-11-22,PIB,2027,2.0
2024-11-22,Câmbio,2024,5.7
2024-11-22,Câmbio,2025,5.55
2024-11-22,Câmbio,2026,5.5
2024-11-22,Câmbio,2027,5.5
2024-11-22,Selic,2024,11.75
2024-11-22,Selic,2025,12.25
2024-11-22,Selic,2026,10.0
2024-11-22,Selic,2027,9.5
2024-11-22,IGP-M,2024,5.98
2024-11-22,IGP-M,2025,4.08
2024-11-22,IGP-M,2026,4.0
2024-11-22,IGP-M,2027,3.8
2024-11-22,IPCA Administrados,2024,4.67
2024-11-22,IPCA Administrados,2025,4.16
2024-11-22,IPCA Administrados,2026,3.76
2024-11-22,IPCA Administrados,2027,3.54
2024-11-22,Conta Corrente,2024,-49.58
2024-11-22,Conta Corrente,2025,-48.35
2024-11-22,Conta Corrente,2026,-49.0
2024-11-22,Conta Corrente,2027,-49.2
2024-11-22,Balança Comercial,2024,75.0
2024-11-22,Balança Comercial,2025,76.3
2024-11-22,Balança Comercial,2026,78.86
2024-11-22,Balança Comercial,2027,80.05
2024-11-22,Investimento Direto,2024,71.55
2024-11-22,Investimento Direto,2025,73.56
2024-11-22,Investimento Direto,2026,77.3
2024-11-22,Investimento Direto,2027,79.8
2024-11-22,Dívida Líquida,2024,63.45
2024-11-22,Dívida Líquida,2025,66.83
2024-11-22,Dívida Líquida,2026,69.5
2024-11-22,Dívida Líquida,2027,72.8
2024-11-22,Resultado Primário,2024,-0.5
2024-11-22,Resultado Primário,2025,-0.7
2024-11-22,Resultado Primário,2026,-0.6
2024-11-22,Resultado Primário,2027,-0.43
2024-11-22,Resultado Nominal,2024,-7.8
2024-11-22,Resultado Nominal,2025,-7.9
2024-11-22,Resultado Nominal,2026,-7.27
2024-11-22,Resultado Nominal,2027,-6.8
2024-11-29,IPCA,2024,4.71
2024-11-29,IPCA,2025,4.4
2024-11-29,IPCA,2026,3.81
2024-11-29,IPCA,2027,3.5
2024-11-29,PIB,2024,3.22
2024-11-29,PIB,2025,1.95
2024-11-29,PIB,2026,2.0
2024-11-29,PIB,2027,2.0
2024-11-29,Câmbio,2024,5.7
2024-11-29,Câmbio,2025,5.6
2024-11-29,Câmbio,2026,5.6
2024-11-29,Câmbio,2027,5.5
2024-11-29,Selic,2024,11.75
2024-11-29,Selic,2025,12.63
2024-11-29,Selic,2026,10.5
2024-11-29,Selic,2027,9.5
2024-11-29,IGP-M,2024,6.18
2024-11-29,IGP-M,2025,4.16
2024-11-29,IGP-M,2026,4.0
2024-11-29,IGP-M,2027,3.8
2024-11-29,IPCA Administrados,2024,4.66
2024-11-29,IPCA Administrados,2025,4.13
2024-11-29,IPCA Administrados,2026,3.8
2024-11-29,IPCA Administrados,2027,3.57
2024-11-29,Conta Corrente,2024,-49.79
2024-11-29,Conta Corrente,2025,-48.6
2024-11-29,Conta Corrente,2026,-48.25
2024-11-29,Conta Corrente,2027,-49.2
2024-11-29,Balança Comercial,2024,75.0
2024-11-29,Balança Comercial,2025,76.02
2024-11-29,Balança Comercial,2026,78.68
2024-11-29,Balança Comercial,2027,80.05
2024-11-29,Investimento Direto,2024,71.1
2024-11-29,Investimento Direto,2025,73.25
2024-11-29,Investimento Direto,2026,77.3
2024-11-29,Investimento Direto,2027,79.8
2024-11-29,Dívida Líquida,2024,63.4
2024-11-29,Dívida Líquida,2025,67.0
2024-11-29,Dívida Líquida,2026,69.8
2024-11-29,Dívida Líquida,2027,73.0
2024-11-29,Resultado Primário,2024,-0.5
2024-11-29,Resultado Primário,2025,-0.7
2024-11-29,Resultado Primário,2026,-0.6
2024-11-29,Resultado Primário,2027,-0.4
2024-11-29,Resultado Nominal,2024,-7.8
2024-11-29,Resultado Nominal,2025,-8.09
2024-11-29,Resultado Nominal,2026,-7.41
2024-11-29,Resultado Nominal,2027,-6.8
2024-12-06,IPCA,2024,4.84
2024-12-06,IPCA,2025,4.59
2024-12-06,IPCA,2026,4.0
2024-12-06,IPCA,2027,3.58
2024-12-06,PIB,2024,3.39
2024-12-06,PIB,2025,2.0
2024-12-06,PIB,2026,2.0
2024-12-06,PIB,2027,2.0
2024-12-06,Câmbio,2024,5.95
2024-12-06,Câmbio,2025,5.77
2024-12-06,Câmbio,2026,5.73
2024-12-06,Câmbio,2027,5.69
2024-12-06,Selic,2024,12.0
2024-12-06,Selic,2025,13.5
2024-12-06,Selic,2026,11.0
2024-12-06,Selic,2027,10.0
